,Title_Desc
961,"The King's Command : Greetings, <class>.I have been asked to assemble a team for a high priority mission.Please come to Stormwind Keep immediately for a briefing with King Varian Wrynn. I will be waiting in the King's war room."
962,"Warchief's Command: Twilight Highlands! : All able-bodied members of the Horde are hereby ordered to report to High Overlord Saurfang in Grommash Hold.High Overlord Saurfang requires your help to prepare for the glorious assault on the Twilight Highlands and our dual enemies, the Alliance and Twilight's Hammer.Meet with him in Grommash Hold at the center of Orgrimmar's Valley of Strength.Destiny calls!"
963,"CLUCK! : ""Cluck... cluck... cluck... BACAW!Cluck... cluck... cluck.""The chicken looks up at you and then starts to scratch its claws into the ground. You think it is spelling out a word, but you are not sure what it is. Could it be... S-A-L-D-E-A-N? Before you can ask, the chicken turns away and goes about its business."
964,"Devoured : We knew this was a possibility, but we had no idea how the beast would defend itself. Iso'rath's body is reacting quickly to our threat.I can complete the summoning from here, but only if you can hold back Iso'rath's defenses. Keep them busy! We will survive this!"
965,"The Final Voyage of the Brashtide : We'll never survive this attack with all these worgen pirates pouring into the harbor from the north.  Luckily, it looks like they're not armed with cannons, so if we can get you out of the harbor, you can attack from the skies.Kebok, the Horde flight master's assistant, is right around the corner.  Talk to him and let him know that you're going to need his bravest wind rider.Bring a couple armloads of handbombs with you.  You'll need all of them to stop those attack boats!"
966,"Looks Like a Tauren Pirate to Me : Firallon wants MY head?  Now that's interesting.  But it's nothing we can't work around.This Yancey character probably doesn't know my face too well.  Most non-tauren find us tauren indistinguishable from one another.  In fact... most non-tauren find us indistinguishable from... a certain four-legged farm creature.Rikqiz the leatherworker keeps one of these creatures here in Booty Bay, and Narkk is my chief supplier for pirate hats.  Get a replacement head and a hat, then return with both."
967,"Learn to Ride in the Eversong Woods : This pamphlet advertising riding training and mount purchases was sent from Perascamin.Perascamin can be found at Thuron's Livery, southeast of the Shepherd's Gate leaving Silvermoon City."
968,"A New Master... But Who? : You've arrived just in time.Here's the skinny: the Dark Iron dwarves in the gorge have been acting strangely, and the Thorium Brotherhood intends to find out why.  Overseer Oilfist doesn't like surprises.We suspect that they're following orders from some new leader.  I have reason to believe that Gravius Grimesilt, just south of here, knows who it is.Even here in Searing Gorge, we've begun to hear tales of your exploits, <name>.  You should have no problem with Grimesilt."
969,"Nespirah : It is clear to me at this point what must be done, <name>.The naga can only be obtaining these pearls from one place: Nespirah, the ancient, shelled creature that rests outside of this cave.  Why Nespirah would submit to the naga, however, is beyond my understanding.We can enter Nespirah's body cavity through a small tube near the exit to this cave.  I must first fetch my master, then we can meet you on the inside.  We will convene in Nespirah's northwestern entrance."
970,"Turning the Brashtide : The Brashtide are everywhere!  The Baron's Booty Bay Bruisers are no match for their sheer numbers, I'm afraid.While you're down here in the fray, why don't you help me get rid of a few of them?When you're done, don't bother coming back here.  I'll probably be pretty busy."
971,"Troll Juju : The corpses of trolls buried inside the Amani Catacombs have been rising from the dead! I want you to go there and bring back proof of their final demise. Some of these mummy trolls, and their living counterparts, carry juju; glowing objects that house an unknown power source.  It's probably what is animating them!The catacombs lie within Sungraze Peak, directly to the east. I am told that the easiest way in lies on the north face of the mountain. See to it, <class>!"
972,"Fuel-ology 101 : How much do you know about fuel, <name>?  Constructing the perfect fuel is a tricky job, as there's plenty of factors to balance: chrono-pyroxidation parameters, tempero-incendiary variables, conflagrational siltification criteria... and that's only naming a few.Hopefully the samples you brought me can be combined in the right proportions to create... the perfect bio-fuel.  Use that table over there and try combining some samples!  Bring the result to me when you're done."
973,"Hero's Call: Vashj'ir! : By order of his royal highness, King Anduin Wrynn, all able-bodied citizens of the Alliance are to report to Recruiter Burns in Stormwind Harbor.Recent attacks by the Horde on our trade ships must be met with swift and just force!Stormwind Harbor can be found in the northwest region of Stormwind City.For the glory and honor of the Alliance! Fight on, <brother/sister>!"
